240.111,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.161,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.211,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.261,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.311,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.361,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.411,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.461,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.511,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.56,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.611,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.661,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.711,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.761,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.811,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.861,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.911,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
240.961,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.011,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.061,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.111,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.161,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.211,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.261,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.311,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.361,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.411,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.461,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.511,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.561,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.61,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.661,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.711,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.761,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.811,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.861,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.911,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
241.961,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
242.01,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
242.061,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
242.111,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
242.161,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
242.211,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
242.261,0.9847,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.62,7.6,0.01529999999999998
242.311,0.9898,-6.6008,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.61,7.6,0.010199999999999987
242.361,0.9979,-6.6007,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.6,7.6,0.0020999999999999908
242.411,1.0059,-6.6004,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.61,7.6,-0.005900000000000016
242.46,1.0139,-6.6001,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.61,7.6,-0.013900000000000023
242.511,1.0273,-6.5989,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.63,7.6,-0.027300000000000102
242.561,1.0453,-6.5974,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.64,7.6,-0.045299999999999896
242.611,1.0631,-6.5952,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.66,7.6,-0.06309999999999993
242.661,1.0809,-6.5925,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.67,7.59,-0.08089999999999997
242.711,1.0986,-6.5892,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.69,7.59,-0.09860000000000002
242.761,1.1208,-6.584,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.7,7.58,-0.12080000000000002
242.811,1.1453,-6.5784,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.72,7.58,-0.14529999999999998
242.861,1.1696,-6.5725,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.74,7.57,-0.16959999999999997
242.911,1.1939,-6.5664,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.76,7.57,-0.19389999999999996
242.961,1.2142,-6.561,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.78,7.56,-0.21419999999999995
243.011,1.2345,-6.5554,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.79,7.56,-0.23449999999999993
243.061,1.2547,-6.5495,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.8,7.55,-0.2546999999999999
243.11,1.2748,-6.5433,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.82,7.55,-0.27479999999999993
243.161,1.2973,-6.536,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.83,7.54,-0.2972999999999999
243.211,1.3209,-6.5276,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.85,7.53,-0.32089999999999996
243.261,1.3443,-6.5187,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.86,7.53,-0.34430000000000005
243.311,1.3674,-6.5092,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.88,7.52,-0.36739999999999995
243.361,1.3903,-6.4991,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.51,-0.3903000000000001
243.411,1.413,-6.4887,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.9,7.5,-0.41300000000000003
243.461,1.4356,-6.4779,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.91,7.49,-0.4356
243.51,1.4579,-6.4666,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.92,7.48,-0.4579
243.561,1.4782,-6.4558,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.93,7.47,-0.47819999999999996
243.611,1.4981,-6.4443,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.94,7.46,-0.4981
243.661,1.5176,-6.4322,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.95,7.45,-0.5176000000000001
243.711,1.5366,-6.4194,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.96,7.44,-0.5366
243.761,1.5568,-6.4048,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.96,7.43,-0.5568
243.811,1.5766,-6.3896,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.41,-0.5766
243.86,1.596,-6.3738,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.4,-0.5960000000000001
243.91,1.6148,-6.3574,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.38,-0.6148
243.961,1.6303,-6.3431,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.37,-0.6303000000000001
244.011,1.6454,-6.3286,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.36,-0.6454
244.061,1.6603,-6.3137,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.34,-0.6603000000000001
244.111,1.6748,-6.2985,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.33,-0.6748000000000001
244.161,1.686,-6.2863,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.32,-0.6859999999999999
244.211,1.6968,-6.2737,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.31,-0.6968000000000001
244.261,1.7072,-6.2608,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.3,-0.7072
244.311,1.7156,-6.2497,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.97,7.28,-0.7156
244.36,1.7238,-6.2385,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.96,7.27,-0.7238
244.411,1.7317,-6.227,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.96,7.26,-0.7317
244.461,1.7393,-6.2154,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.95,7.25,-0.7393000000000001
244.511,1.7478,-6.202,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.95,7.24,-0.7478
244.561,1.7562,-6.1886,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.94,7.23,-0.7562
244.611,1.7645,-6.175,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.94,7.22,-0.7645
244.661,1.7728,-6.1615,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.93,7.2,-0.7727999999999999
244.711,1.7798,-6.1499,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.93,7.19,-0.7798
244.76,1.7866,-6.1382,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.92,7.18,-0.7866
244.811,1.7933,-6.1266,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.92,7.17,-0.7932999999999999
244.861,1.8,-6.1147,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.91,7.16,-0.8
244.911,1.8056,-6.1045,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.91,7.15,-0.8056000000000001
244.961,1.8111,-6.0943,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.91,7.14,-0.8110999999999999
245.01,1.8166,-6.084,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.9,7.13,-0.8166
245.061,1.822,-6.0736,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.9,7.12,-0.8220000000000001
245.111,1.8233,-6.0706,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.12,-0.8232999999999999
245.161,1.8242,-6.0688,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.12,-0.8242
245.211,1.825,-6.0673,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.12,-0.825
245.261,1.8257,-6.066,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8257000000000001
245.31,1.8257,-6.0659,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8257000000000001
245.361,1.8258,-6.0658,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8258000000000001
245.411,1.8258,-6.0659,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8258000000000001
245.46,1.8258,-6.0658,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8258000000000001
245.511,1.8259,-6.0656,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8259000000000001
245.561,1.826,-6.0655,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8260000000000001
245.611,1.8261,-6.0655,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8261000000000001
245.661,1.8262,-6.0654,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8262
245.711,1.8263,-6.0653,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8263
245.761,1.8264,-6.0652,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8264
245.811,1.8265,-6.0652,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8265
245.861,1.8266,-6.0651,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8266
245.911,1.8267,-6.0651,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8267
245.961,1.8268,-6.065,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8268
246.011,1.8269,-6.065,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8269
246.061,1.827,-6.0649,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.827
246.111,1.8271,-6.0649,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8271
246.161,1.8272,-6.0649,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8271999999999999
246.211,1.8273,-6.0648,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8272999999999999
246.261,1.8273,-6.0648,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8272999999999999
246.311,1.8274,-6.0648,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8273999999999999
246.361,1.8275,-6.0648,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8274999999999999
246.411,1.8275,-6.0648,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8274999999999999
246.461,1.8276,-6.0648,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8275999999999999
246.511,1.8277,-6.0648,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8277000000000001
246.561,1.8277,-6.0648,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8277000000000001
246.611,1.8278,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8278000000000001
246.661,1.8278,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8278000000000001
246.711,1.8278,-6.0648,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8278000000000001
246.761,1.8278,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8278000000000001
246.811,1.8278,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8278000000000001
246.861,1.8278,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8278000000000001
246.911,1.8278,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8278000000000001
246.961,1.8278,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8278000000000001
247.011,1.8279,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8279000000000001
247.061,1.8279,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8279000000000001
247.111,1.8279,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8279000000000001
247.161,1.8279,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8279000000000001
247.211,1.8279,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8279000000000001
247.261,1.8279,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8279000000000001
247.311,1.8279,-6.0647,free,free,free,free,free,free,free,free,,free,free,free,robot,free,free,free,free,free,free,free,free,free,free,free,free,7.89,7.11,-0.8279000000000001
